4,teacher,student,male,female
2632,0,1,0,1
2633,0,1,0,1
2634,0,1,0,1
2635,0,1,0,1
2636,0,1,0,1
2637,0,1,1,0
2638,0,1,0,1
2639,0,1,0,1
2640,0,1,1,0
2641,0,1,0,1
2642,0,1,1,0
2643,0,1,1,0
2644,1,0,1,0
2645,0,1,0,1
2646,0,1,1,0
2647,0,1,0,1
2648,0,1,1,0
2649,1,0,1,0
2650,0,1,1,0
2651,0,1,1,0
2652,0,1,0,1
2653,0,1,0,1
2654,1,0,1,0
2655,0,1,0,1
2656,0,1,0,1
2657,0,1,0,1
2658,0,1,0,1
2659,0,1,1,0
2660,1,0,1,0
2661,1,0,1,0
2662,1,0,1,0
2663,0,1,1,0
2664,0,1,1,0
2665,0,1,0,1
2666,0,1,0,1
2667,1,0,1,0
2668,0,1,1,0
2669,1,0,0,1
2670,0,1,0,1
2671,1,0,1,0
2672,0,1,0,1
2673,0,1,0,1
2674,0,1,0,1
2675,0,1,0,1
2676,0,1,0,1
2677,0,1,0,1
2678,0,1,0,1
2679,1,0,1,0
2680,0,1,0,1
2681,1,0,1,0
2682,0,1,0,1
2683,1,0,0,1
2684,0,1,0,1
2685,0,1,0,1
2686,0,1,0,1
2687,1,0,0,1
2688,0,1,0,1
2689,0,1,0,1
2690,0,1,0,1
2691,1,0,0,1
2692,0,1,0,1
2693,0,1,0,1
2694,0,1,0,1
2695,0,1,0,1
2696,0,1,0,1
2697,0,1,0,1
2698,0,1,0,1
2699,1,0,0,1
2700,0,1,0,1
2701,0,1,0,1
2702,0,1,0,1
2703,0,1,0,1
2704,1,0,1,0
2705,0,1,0,1
2706,1,0,0,1
2707,0,1,0,1
2708,0,1,1,0
2709,0,1,1,0
2710,0,1,0,1
2711,0,1,0,1
2712,1,0,0,1
2713,0,1,0,1
2714,0,1,0,1
2715,1,0,0,1
2716,0,1,0,1
2717,1,0,0,1
2718,1,0,0,1
2719,0,1,0,1
2720,0,1,0,1
2721,0,1,0,1
2722,0,1,0,1
2723,0,1,0,1
2724,0,1,0,1
2725,0,1,0,1
2726,0,1,0,1
2727,0,1,1,0
2728,0,1,0,1
2729,0,1,0,1
2730,0,1,0,1
2731,0,1,1,0
2732,0,1,0,1
2733,0,1,1,0
2734,0,1,0,1
2735,0,1,1,0
2736,0,1,1,0
2737,0,1,1,0
2738,0,1,1,0
2739,0,1,0,1
2740,1,0,1,0
2741,0,1,0,1
2742,0,1,1,0
2743,0,1,0,1
2744,0,1,1,0
2745,0,1,1,0
2746,0,1,1,0
2747,0,1,0,1
2748,0,1,1,0
2749,0,1,1,0
2750,0,1,1,0
2751,0,1,1,0
2752,0,1,1,0
2753,0,1,0,1
2754,1,0,0,1
2755,0,1,1,0
2756,0,1,0,1
2757,0,1,0,1
2758,0,1,0,1
2759,0,1,0,1
2760,1,0,0,1
2761,1,0,1,0
2762,0,1,0,1
2763,0,1,0,1
2764,1,0,0,1
2765,0,1,0,1
2766,0,1,0,1
2767,0,1,1,0
2768,0,1,1,0
2769,0,1,0,1
2770,0,1,1,0
2771,0,1,0,1
2772,0,1,0,1
2773,1,0,0,1
2774,0,1,1,0
2775,0,1,0,1
2776,0,1,1,0
2777,0,1,0,1
2778,0,1,1,0
2779,0,1,1,0
2780,0,1,0,1
2781,0,1,0,1
2782,0,1,1,0
2783,0,1,0,1
2784,0,1,0,1
2785,0,1,0,1
2786,0,1,1,0
2787,0,1,0,1
2788,1,0,0,1
2789,0,1,0,1
2790,0,1,0,1
2791,0,1,0,1
2792,0,1,0,1
2793,0,1,0,1
2794,0,1,1,0
2795,0,1,1,0
2796,0,1,1,0
2797,0,1,0,1
2798,0,1,1,0
2799,1,0,0,1
2800,1,0,0,1
2801,0,1,0,1
2802,0,1,0,1
2803,1,0,0,1
2804,0,1,0,1
2805,0,1,0,1
2806,0,1,1,0
2807,0,1,1,0
2808,0,1,0,1
2809,0,1,1,0
2810,0,1,1,0
2811,0,1,0,1
2812,0,1,0,1
2813,0,1,0,1
2814,0,1,0,1
2815,0,1,1,0
2816,0,1,0,1
2817,0,1,1,0
2818,0,1,0,1
2819,0,1,1,0
2820,0,1,1,0
2821,0,1,1,0
2822,0,1,0,1
2823,0,1,0,1
2824,0,1,0,1
2825,1,0,1,0
2826,0,1,0,1
2827,0,1,0,1
2828,0,1,0,1
2829,0,1,0,1
2830,0,1,0,1
2831,0,1,0,1
2832,0,1,1,0
2833,0,1,0,1
2834,0,1,0,1
2835,0,1,1,0
2836,1,0,0,1
2837,0,1,1,0
2838,0,1,0,1
2839,0,1,1,0
2840,0,1,0,1
2841,0,1,0,1
2842,0,1,1,0
2843,0,1,1,0
2844,0,1,1,0
2845,0,1,0,1
2846,0,1,1,0
2847,0,1,0,1
2848,0,1,0,1
2849,0,1,1,0
2850,0,1,0,1
2851,0,1,0,1
2852,0,1,0,1
2853,0,1,0,1
2854,0,1,0,1
2855,0,1,1,0
2856,0,1,1,0
2857,0,1,1,0
2858,0,1,1,0
2859,0,1,0,1
2860,0,1,1,0
2861,0,1,0,1
2862,0,1,0,1
2863,0,1,0,1
2864,0,1,0,1
2865,0,1,1,0
2866,0,1,0,1
2867,0,1,1,0
2868,0,1,0,1
2869,0,1,0,1
2870,0,1,0,1
2871,0,1,1,0
2872,0,1,0,1
2873,0,1,1,0
2874,0,1,0,1
2875,0,1,1,0
2876,0,1,0,1
2877,0,1,1,0
2878,0,1,0,1
2879,0,1,1,0
2880,0,1,1,0
2881,0,1,1,0
2882,0,1,0,1
2883,0,1,1,0
2884,0,1,1,0
2885,0,1,1,0
2886,0,1,0,1
2887,0,1,1,0
2888,0,1,0,1
2889,0,1,1,0
2890,0,1,0,1
2891,0,1,0,1
2892,0,1,0,1
2893,0,1,0,1
2894,0,1,0,1
2895,0,1,1,0
2896,0,1,1,0
2897,0,1,1,0
2898,0,1,0,1
2899,1,0,0,1
2900,0,1,1,0
2901,0,1,1,0
2902,1,0,0,1
2903,0,1,1,0
2904,0,1,1,0
2905,1,0,0,1
2906,0,1,1,0
2907,0,1,0,1
2908,1,0,0,1
2909,1,0,1,0
2910,1,0,0,1
2911,0,1,0,1
2912,1,0,1,0
2913,1,0,1,0
2914,1,0,1,0
2915,0,1,0,1
2916,0,1,1,0
2917,1,0,0,1
2918,0,1,1,0
2919,1,0,1,0
2920,0,1,1,0
2921,1,0,0,1
2922,0,1,0,1
2923,0,1,1,0
2924,0,1,0,1
2925,0,1,0,1
2926,1,0,0,1
2927,1,0,1,0
2928,1,0,0,1
2929,0,1,0,1
2930,1,0,1,0
2931,1,0,0,1
2932,1,0,0,1
2933,1,0,0,1
2934,0,1,1,0
2935,1,0,1,0
2936,1,0,1,0
2937,1,0,0,1
2938,1,0,0,1
2939,1,0,0,1
2940,1,0,0,1
2941,0,1,0,1
2942,1,0,0,1
2943,0,1,1,0
2944,0,1,1,0
2945,0,1,0,1
2946,1,0,0,1
2947,1,0,0,1
2948,1,0,0,1
2949,1,0,0,1
2950,0,1,1,0
2951,0,1,0,1
2952,0,1,0,1
2953,0,1,1,0
2954,0,1,1,0
2955,0,1,1,0
2956,0,1,0,1
2957,0,1,1,0
2958,0,1,0,1
2959,1,0,0,1
2960,0,1,1,0
2961,0,1,0,1
2962,0,1,1,0
2963,0,1,0,1
2964,0,1,0,1
2965,0,1,0,1
2966,0,1,1,0
2967,0,1,1,0
2968,0,1,1,0
2969,0,1,1,0
2970,0,1,1,0
2971,0,1,0,1
2972,0,1,0,1
2973,0,1,0,1
2974,0,1,1,0
2975,0,1,1,0
2976,0,1,1,0
2977,0,1,1,0
2978,0,1,1,0
2979,0,1,1,0
2980,1,0,1,0
2981,0,1,0,1
2982,0,1,0,1
2983,0,1,0,1
2984,0,1,0,1
2985,0,1,1,0
2986,0,1,0,1
2987,0,1,0,1
2988,0,1,1,0
2989,0,1,0,1
2990,0,1,1,0
2991,0,1,1,0
2992,0,1,0,1
2993,0,1,0,1
2994,0,1,0,1
2995,0,1,0,1
2996,0,1,1,0
2997,0,1,1,0
2998,0,1,0,1
2999,0,1,1,0
3000,1,0,1,0
3001,0,1,1,0
3002,0,1,1,0
3003,0,1,0,1
3004,0,1,0,1
3005,0,1,1,0
3006,0,1,0,1
3007,0,1,0,1
3008,0,1,1,0
3009,0,1,0,1
3010,0,1,0,1
3011,0,1,1,0
3012,0,1,1,0
3013,0,1,0,1
3014,0,1,1,0
3015,0,1,1,0
3016,0,1,0,1
3017,0,1,0,1
3018,0,1,1,0
3019,0,1,0,1
3020,1,0,0,1
3021,0,1,0,1
3022,0,1,1,0
3023,0,1,1,0
3024,0,1,1,0
3025,0,1,0,1
3026,0,1,1,0
3027,0,1,0,1
3028,0,1,0,1
3029,0,1,1,0
3030,0,1,1,0
3031,0,1,0,1
3032,0,1,1,0
3033,0,1,1,0
3034,0,1,0,1
3035,0,1,0,1
3036,0,1,1,0
3037,0,1,1,0
3038,0,1,0,1
3039,0,1,0,1
3040,0,1,1,0
3041,0,1,1,0
3042,0,1,1,0
3043,0,1,0,1
3044,1,0,1,0
3045,0,1,0,1
3046,0,1,1,0
3047,0,1,0,1
3048,0,1,0,1
3049,0,1,0,1
3050,0,1,1,0
3051,0,1,1,0
3052,0,1,0,1
3053,0,1,1,0
3054,0,1,0,1
3055,0,1,0,1
3056,0,1,1,0
3057,0,1,1,0
3058,0,1,0,1
3059,0,1,0,1
3060,0,1,1,0
3061,0,1,0,1
3062,0,1,0,1
3063,0,1,1,0
3064,0,1,0,1
3065,0,1,0,1
3066,0,1,0,1
3067,0,1,1,0
3068,0,1,0,1
3069,0,1,0,1
3070,0,1,0,1
3071,0,1,1,0
3072,0,1,0,1
3073,0,1,1,0
3074,0,1,1,0
3075,0,1,1,0
3076,0,1,0,1
3077,0,1,1,0
3078,0,1,1,0
3079,0,1,1,0
3080,0,1,1,0
3081,0,1,0,1
3082,0,1,1,0
3083,0,1,1,0
3084,0,1,1,0
3085,0,1,0,1
3086,0,1,1,0
3087,0,1,1,0
3088,0,1,0,1
3089,0,1,0,1
3090,0,1,1,0
3091,0,1,0,1
3092,0,1,0,1
3093,0,1,0,1
3094,0,1,1,0
3095,0,1,0,1
3096,0,1,0,1
3097,0,1,0,1
3098,0,1,0,1
3099,0,1,0,1
3100,0,1,0,1
3101,0,1,0,1
3102,0,1,0,1
3103,0,1,1,0
3104,0,1,1,0
3105,0,1,0,1
3106,0,1,0,1
3107,1,0,0,1
3108,0,1,1,0
3109,0,1,0,1
3110,0,1,0,1
3111,0,1,0,1
3112,1,0,0,1
3113,0,1,1,0
3114,0,1,0,1
3115,1,0,1,0
3116,0,1,0,1
3117,0,1,1,0
3118,1,0,0,1
3119,0,1,0,1
3120,0,1,0,1
3121,0,1,0,1
3122,0,1,1,0
3123,0,1,0,1
3124,0,1,0,1
3125,0,1,0,1
3126,0,1,0,1
3127,0,1,0,1
3128,0,1,0,1
3129,0,1,0,1
3130,0,1,0,1
3131,0,1,0,1
3132,0,1,0,1
3133,0,1,0,1
3134,0,1,0,1
3135,1,0,1,0
3136,0,1,0,1
3137,0,1,0,1
3138,0,1,1,0
3139,0,1,1,0
3140,0,1,1,0
3141,0,1,0,1
3142,0,1,1,0
3143,0,1,1,0
3144,0,1,1,0
3145,0,1,1,0
3146,0,1,0,1
3147,0,1,1,0
3148,0,1,0,1
3149,0,1,1,0
3150,0,1,1,0
3151,0,1,0,1
3152,0,1,1,0
3153,0,1,1,0
3154,0,1,0,1
3155,0,1,1,0
3156,0,1,0,1
3157,0,1,0,1
3158,0,1,0,1
3159,0,1,0,1
3160,0,1,1,0
3161,0,1,1,0
3162,0,1,1,0
3163,0,1,0,1
3164,0,1,1,0
3165,0,1,1,0
3166,0,1,0,1
3167,0,1,1,0
3168,0,1,0,1
3169,0,1,1,0
3170,0,1,0,1
3171,0,1,0,1
3172,0,1,0,1
3173,0,1,0,1
3174,1,0,0,1
3175,0,1,1,0
3176,0,1,0,1
3177,0,1,1,0
3178,0,1,1,0
3179,0,1,1,0
3180,0,1,0,1
3181,0,1,0,1
3182,0,1,0,1
3183,0,1,0,1
3184,0,1,0,1
3185,0,1,1,0
3186,0,1,1,0
3187,0,1,0,1
3188,0,1,1,0
3189,0,1,1,0
3190,1,0,1,0
3191,0,1,1,0
3192,1,0,0,1
3193,0,1,1,0
3194,0,1,1,0
3195,0,1,1,0
3196,0,1,0,1
3197,0,1,0,1
3198,0,1,0,1
3199,1,0,1,0
3200,1,0,0,1
3201,0,1,0,1
3202,1,0,0,1
3203,0,1,1,0
3204,1,0,1,0
3205,0,1,1,0
3206,0,1,1,0
3207,0,1,1,0
3208,0,1,1,0
3209,0,1,0,1
3210,1,0,1,0
3211,1,0,0,1
3212,0,1,0,1
3213,0,1,1,0
3214,0,1,1,0
3215,1,0,0,1
3216,0,1,1,0
3217,0,1,1,0
3218,0,1,1,0
3219,0,1,0,1
3220,0,1,0,1
3221,0,1,0,1
3222,0,1,0,1
3223,0,1,0,1
3224,1,0,1,0
3225,0,1,1,0
3226,0,1,1,0
3227,0,1,1,0
3228,0,1,0,1
3229,0,1,0,1
3230,0,1,0,1
3231,0,1,1,0
3232,0,1,0,1
3233,0,1,0,1
3234,0,1,0,1
3235,0,1,0,1
3236,0,1,0,1
3237,0,1,0,1
3238,0,1,1,0
3239,0,1,1,0
3240,0,1,1,0
3241,0,1,0,1
3242,0,1,0,1
3243,0,1,0,1
3244,0,1,1,0
3245,0,1,1,0
3246,0,1,1,0
3247,0,1,0,1
3248,0,1,0,1
3249,0,1,1,0
3250,0,1,1,0
3251,0,1,1,0
3252,0,1,1,0
3253,0,1,0,1
3254,0,1,0,1
3255,0,1,0,1
3256,0,1,0,1
3257,0,1,1,0
3258,0,1,1,0
3259,0,1,1,0
3260,0,1,0,1
3261,0,1,0,1
3262,0,1,1,0
3263,0,1,0,1
3264,0,1,0,1
3265,0,1,0,1
3266,0,1,1,0
3267,0,1,0,1
3268,0,1,0,1
3269,0,1,0,1
3270,0,1,0,1
3271,0,1,0,1
3272,0,1,0,1
3273,0,1,0,1
3274,0,1,0,1
3275,0,1,0,1
3276,0,1,1,0
3277,0,1,1,0
3278,0,1,0,1
3279,0,1,0,1
3280,0,1,0,1
3281,0,1,1,0
3282,0,1,1,0
3283,0,1,1,0
3284,0,1,0,1
3285,1,0,1,0
3286,0,1,1,0
3287,0,1,1,0
3288,0,1,1,0
3289,0,1,1,0
3290,0,1,1,0
3291,0,1,0,1
3292,0,1,0,1
3293,0,1,1,0
3294,0,1,0,1
3295,0,1,0,1
3296,0,1,0,1
3297,0,1,0,1
3298,0,1,0,1
3299,0,1,0,1
3300,0,1,1,0
3301,0,1,1,0
3302,0,1,0,1
3303,0,1,0,1
3304,0,1,1,0
3305,1,0,1,0
3306,0,1,0,1
3307,0,1,1,0
3308,0,1,1,0
3309,1,0,0,1
3310,1,0,1,0
3311,1,0,1,0
3312,0,1,1,0
3313,0,1,1,0
3314,0,1,1,0
3315,0,1,0,1
3316,1,0,0,1
3317,0,1,1,0
3318,1,0,1,0
3319,1,0,0,1
3320,0,1,1,0
3321,0,1,1,0
3322,0,1,1,0
3323,0,1,0,1
3324,0,1,0,1
3325,0,1,0,1
3326,0,1,1,0
3327,0,1,1,0
3328,0,1,0,1
3329,0,1,1,0
3330,0,1,0,1
3331,0,1,0,1
3332,0,1,0,1
3333,0,1,1,0
3334,0,1,0,1
3335,0,1,0,1
3336,0,1,0,1
3337,0,1,0,1
3338,0,1,0,1
3339,0,1,1,0
3340,0,1,0,1
3341,0,1,1,0
3342,0,1,0,1
3343,0,1,1,0
3344,0,1,0,1
3345,0,1,0,1
3346,0,1,1,0
3347,0,1,0,1
3348,0,1,1,0
3349,0,1,0,1
3350,0,1,1,0
3351,0,1,1,0
3352,0,1,0,1
3353,0,1,0,1
3354,0,1,1,0
3355,0,1,1,0
3356,0,1,0,1
3357,0,1,0,1
3358,0,1,0,1
3359,0,1,0,1
3360,0,1,0,1
3361,0,1,0,1
3362,0,1,1,0
3363,1,0,0,1
3364,1,0,1,0
3365,0,1,0,1
3366,1,0,0,1
3367,1,0,0,1
3368,0,1,0,1
3369,0,1,0,1
3370,0,1,0,1
3371,0,1,1,0
3372,0,1,1,0
3373,0,1,1,0
3374,0,1,0,1
3375,0,1,1,0
3376,0,1,0,1
3377,0,1,0,1
3378,0,1,0,1
3379,0,1,1,0
3380,0,1,0,1
3381,0,1,0,1
3382,0,1,1,0
3383,1,0,1,0
3384,0,1,0,1
3385,0,1,0,1
3386,0,1,0,1
3387,0,1,1,0
3388,0,1,0,1
3389,0,1,0,1
3390,0,1,0,1
3391,0,1,0,1
3392,1,0,1,0
3393,0,1,0,1
3394,0,1,0,1
3395,0,1,0,1
3396,0,1,0,1
3397,0,1,0,1
3398,0,1,1,0
3399,0,1,1,0
3400,0,1,0,1
3401,0,1,1,0
3402,0,1,0,1
3403,0,1,1,0
3404,1,0,0,1
3405,0,1,1,0
3406,0,1,1,0
3407,0,1,0,1
3408,0,1,0,1
3409,0,1,1,0
3410,0,1,0,1
3411,0,1,0,1
3412,0,1,0,1
3413,0,1,1,0
3414,0,1,0,1
3415,0,1,1,0
3416,1,0,0,1
3417,0,1,0,1
3418,0,1,1,0
3419,0,1,0,1
3420,0,1,1,0
3421,0,1,0,1
3422,0,1,1,0
3423,0,1,0,1
3424,0,1,0,1
3425,0,1,0,1
3426,0,1,1,0
3427,0,1,0,1
3428,0,1,0,1
3429,0,1,0,1
3430,0,1,0,1
3431,0,1,1,0
3432,1,0,1,0
3433,0,1,0,1
3434,0,1,1,0
3435,0,1,1,0
3436,0,1,1,0
3437,0,1,0,1
3438,0,1,0,1
3439,0,1,1,0
3440,0,1,1,0
3441,0,1,1,0
3442,0,1,1,0
3443,0,1,0,1
3444,0,1,0,1
3445,0,1,1,0
3446,0,1,0,1
3447,0,1,0,1
3448,0,1,1,0
3449,0,1,1,0
3450,0,1,0,1
3451,0,1,1,0
3452,0,1,0,1
3453,0,1,0,1
3454,0,1,0,1
3455,0,1,1,0
3456,0,1,0,1
3457,0,1,0,1
3458,0,1,0,1
3459,0,1,0,1
3460,0,1,0,1
3461,0,1,1,0
3462,0,1,1,0
3463,0,1,1,0
3464,0,1,1,0
3465,0,1,0,1
3466,0,1,0,1
3467,0,1,0,1
3468,0,1,0,1
3469,0,1,0,1
3470,0,1,1,0
3471,0,1,0,1
3472,0,1,0,1
3473,0,1,0,1
3474,0,1,0,1
3475,0,1,1,0
3476,0,1,1,0
3477,0,1,0,1
3478,0,1,1,0
3479,1,0,0,1
3480,0,1,0,1
3481,0,1,0,1
3482,0,1,0,1
3483,0,1,0,1
3484,0,1,0,1
3485,0,1,0,1
3486,0,1,0,1
3487,0,1,0,1
3488,1,0,0,1
3489,0,1,0,1
3490,0,1,0,1
3491,0,1,0,1
3492,0,1,0,1
3493,0,1,0,1
3494,0,1,1,0
3495,0,1,0,1
3496,0,1,1,0
3497,0,1,0,1
3498,0,1,0,1
3499,0,1,1,0
3500,1,0,0,1
3501,0,1,0,1
3502,0,1,1,0
3503,0,1,0,1
3504,0,1,0,1
3505,0,1,1,0
3506,0,1,1,0
3507,0,1,0,1
3508,0,1,0,1
3509,0,1,0,1
3510,0,1,1,0
3511,0,1,1,0
3512,0,1,0,1
3513,0,1,1,0
3514,0,1,0,1
3515,0,1,1,0
3516,0,1,0,1
3517,0,1,0,1
3518,0,1,0,1
3519,0,1,0,1
3520,0,1,0,1
3521,0,1,0,1
3522,0,1,0,1
3523,0,1,0,1
3524,0,1,0,1
3525,0,1,0,1
3526,0,1,0,1
3527,0,1,0,1
3528,0,1,0,1
3529,0,1,0,1
3530,0,1,0,1
3531,1,0,0,1
3532,1,0,0,1
3533,0,1,1,0
3534,0,1,1,0
3535,0,1,0,1
3536,0,1,0,1
3537,0,1,0,1
3538,0,1,1,0
3539,0,1,0,1
3540,0,1,1,0
3541,0,1,0,1
3542,0,1,1,0
3543,0,1,1,0
3544,1,0,1,0
3545,0,1,1,0
3546,1,0,0,1
3547,0,1,0,1
3548,0,1,1,0
3549,0,1,0,1
3550,0,1,0,1
3551,0,1,0,1
3552,0,1,1,0
3553,0,1,0,1
3554,0,1,0,1
3555,0,1,0,1
3556,0,1,0,1
3557,0,1,1,0
3558,1,0,0,1
3559,0,1,0,1
3560,0,1,0,1
3561,0,1,0,1
3562,0,1,1,0
3563,0,1,1,0
3564,0,1,0,1
3565,0,1,0,1
3566,0,1,0,1
3567,1,0,1,0
3568,0,1,1,0
3569,1,0,0,1
3570,0,1,0,1
3571,0,1,0,1
3572,0,1,0,1
3573,0,1,0,1
3574,0,1,0,1
3575,0,1,1,0
3576,0,1,0,1
3577,1,0,1,0
3578,0,1,1,0
3579,0,1,0,1
3580,0,1,0,1
3581,0,1,1,0
3582,0,1,1,0
3583,0,1,0,1
3584,0,1,1,0
3585,0,1,0,1
3586,0,1,0,1
3587,0,1,1,0
3588,0,1,1,0
3589,0,1,1,0
3590,0,1,0,1
3591,0,1,0,1
3592,0,1,1,0
3593,0,1,1,0
3594,0,1,0,1
3595,0,1,0,1
3596,0,1,1,0
3597,0,1,1,0
3598,0,1,0,1
3599,0,1,0,1
3600,0,1,1,0
3601,0,1,1,0
3602,0,1,0,1
3603,0,1,0,1
3604,0,1,0,1
3605,0,1,0,1
3606,0,1,1,0
3607,0,1,0,1
3608,0,1,1,0
3609,0,1,1,0
3610,0,1,0,1
3611,0,1,0,1
3612,0,1,1,0
3613,0,1,0,1
3614,0,1,1,0
3615,0,1,1,0
3616,0,1,0,1
3617,0,1,0,1
3618,0,1,1,0
3619,0,1,0,1
3620,0,1,1,0
3621,0,1,1,0
3622,0,1,1,0
3623,0,1,0,1
3624,0,1,1,0
3625,0,1,1,0
3626,0,1,0,1
3627,0,1,0,1
3628,0,1,0,1
3629,0,1,0,1
3630,1,0,0,1
3631,0,1,0,1
3632,0,1,1,0
3633,0,1,0,1
3634,1,0,0,1
3635,0,1,0,1
3636,0,1,0,1
3637,0,1,0,1
3638,0,1,0,1
3639,0,1,0,1
3640,0,1,0,1
3641,0,1,0,1
3642,0,1,0,1
3643,0,1,0,1
3644,0,1,0,1
3645,0,1,0,1
3646,0,1,0,1
3647,0,1,0,1
3648,0,1,0,1
3649,0,1,0,1
3650,0,1,1,0
3651,0,1,0,1
3652,0,1,1,0
3653,0,1,1,0
3654,0,1,0,1
3655,0,1,1,0
3656,0,1,1,0
3657,0,1,1,0
3658,0,1,0,1
3659,0,1,0,1
3660,1,0,1,0
3661,0,1,0,1
3662,0,1,0,1
3663,0,1,1,0
3664,0,1,0,1
3665,0,1,1,0
3666,0,1,0,1
3667,1,0,1,0
3668,1,0,1,0
3669,0,1,0,1
3670,0,1,1,0
3671,0,1,0,1
3672,0,1,0,1
3673,0,1,0,1
3674,0,1,0,1
3675,0,1,1,0
3676,0,1,0,1
3677,0,1,1,0
3678,0,1,0,1
3679,0,1,1,0
3680,1,0,1,0
3681,0,1,0,1
3682,0,1,0,1
3683,0,1,1,0
3684,0,1,1,0
3685,0,1,1,0
3686,0,1,1,0
3687,0,1,0,1
3688,1,0,1,0
3689,0,1,1,0
3690,0,1,1,0
3691,0,1,1,0
3692,0,1,0,1
3693,0,1,1,0
3694,0,1,1,0
3695,0,1,1,0
3696,0,1,1,0
3697,0,1,1,0
3698,0,1,0,1
3699,0,1,1,0
3700,0,1,0,1
3701,0,1,1,0
3702,0,1,1,0
3703,0,1,1,0
3704,0,1,1,0
3705,0,1,1,0
3706,0,1,1,0
3707,0,1,1,0
3708,0,1,1,0
3709,0,1,1,0
3710,0,1,1,0
3711,0,1,1,0
3712,1,0,1,0
3713,1,0,1,0
3714,0,1,1,0
3715,0,1,0,1
3716,1,0,1,0
3717,0,1,0,1
3718,0,1,1,0
3719,0,1,1,0
3720,0,1,0,1
3721,0,1,0,1
3722,1,0,1,0
3723,0,1,0,1
3724,1,0,0,1
3725,0,1,1,0
3726,0,1,1,0
3727,1,0,0,1
3728,0,1,0,1
3729,0,1,0,1
3730,0,1,1,0
3731,0,1,1,0
3732,0,1,0,1
3733,0,1,0,1
3734,0,1,1,0
3735,0,1,0,1
3736,1,0,1,0
3737,0,1,0,1
3738,0,1,1,0
3739,1,0,1,0
3740,0,1,1,0
3741,0,1,1,0
3742,0,1,0,1
3743,0,1,1,0
3744,1,0,1,0
3745,0,1,1,0
3746,0,1,1,0
3747,0,1,0,1
3748,0,1,1,0
3749,1,0,1,0
3750,0,1,1,0
3751,0,1,0,1
3752,0,1,0,1
3753,1,0,1,0
3754,0,1,1,0
3755,0,1,0,1
3756,0,1,0,1
3757,0,1,1,0
3758,0,1,0,1
3759,0,1,1,0
3760,0,1,0,1
3761,0,1,1,0
3762,1,0,0,1
3763,0,1,1,0
3764,0,1,1,0
3765,0,1,0,1
3766,0,1,0,1
3767,0,1,1,0
3768,1,0,1,0
3769,0,1,1,0
3770,0,1,0,1
3771,1,0,0,1
3772,1,0,0,1
3773,0,1,1,0
3774,0,1,1,0
3775,1,0,0,1
3776,0,1,0,1
3777,1,0,0,1
3778,1,0,0,1
3779,1,0,1,0
3780,0,1,0,1
3781,1,0,1,0
3782,0,1,1,0
3783,0,1,1,0
3784,0,1,0,1
3785,0,1,0,1
3786,0,1,0,1
3787,0,1,0,1
3788,0,1,0,1
3789,0,1,0,1
3790,0,1,0,1
3791,0,1,0,1
3792,0,1,0,1
3793,0,1,1,0
3794,0,1,0,1
3795,0,1,0,1
3796,0,1,0,1
3797,0,1,0,1
3798,1,0,0,1
3799,0,1,0,1
3800,0,1,0,1
3801,0,1,0,1
3802,1,0,0,1
3803,1,0,0,1
3804,1,0,0,1
3805,0,1,1,0
3806,0,1,1,0
3807,0,1,0,1
3808,1,0,1,0
3809,0,1,0,1
3810,1,0,0,1
3811,0,1,1,0
3812,0,1,0,1
3813,0,1,0,1
3814,0,1,0,1
3815,0,1,1,0
3816,0,1,0,1
3817,0,1,0,1
3818,0,1,0,1
3819,1,0,1,0
3820,1,0,0,1
3821,0,1,0,1
3822,0,1,0,1
3823,0,1,0,1
3824,0,1,0,1
3825,0,1,0,1
3826,0,1,0,1
3827,1,0,0,1
3828,1,0,0,1
3829,0,1,0,1
3830,1,0,0,1
3831,0,1,0,1
3832,1,0,1,0
3833,0,1,0,1
3834,0,1,0,1
3835,0,1,0,1
3836,0,1,1,0
3837,0,1,0,1
3838,0,1,1,0
3839,0,1,1,0
3840,0,1,0,1
3841,0,1,1,0
3842,0,1,1,0
3843,0,1,0,1
3844,0,1,1,0
3845,0,1,1,0
3846,0,1,1,0
3847,0,1,0,1
3848,0,1,1,0
3849,0,1,1,0
3850,0,1,0,1
3851,0,1,1,0
3852,0,1,0,1
3853,0,1,0,1
3854,0,1,0,1
3855,0,1,1,0
3856,0,1,1,0
3857,1,0,0,1
3858,1,0,0,1
3859,0,1,0,1
3860,1,0,0,1
3861,0,1,1,0
3862,0,1,1,0
3863,0,1,1,0
3864,0,1,0,1
3865,0,1,0,1
3866,0,1,0,1
3867,1,0,1,0
3868,0,1,0,1
3869,0,1,0,1
3870,0,1,0,1
3871,0,1,1,0
3872,0,1,0,1
3873,0,1,1,0
3874,0,1,1,0
3875,0,1,0,1
3876,0,1,1,0
3877,0,1,0,1
3878,0,1,0,1
3879,0,1,1,0
3880,0,1,1,0
3881,0,1,0,1
3882,0,1,1,0
3883,1,0,0,1
3884,0,1,0,1
3885,0,1,1,0
3886,0,1,1,0
3887,0,1,0,1
3888,0,1,1,0
3889,0,1,1,0
3890,1,0,0,1
3891,0,1,0,1
3892,0,1,0,1
3893,0,1,0,1
3894,0,1,1,0
3895,0,1,0,1
3896,0,1,1,0
3897,0,1,1,0
3898,0,1,0,1
3899,1,0,0,1
3900,0,1,0,1
3901,1,0,1,0
3902,0,1,0,1
