4,faculty,student,senior,junior
2632,0,1,0,1
2633,0,1,1,0
2634,0,1,1,0
2635,0,1,0,1
2636,0,1,0,1
2637,0,1,0,1
2638,1,0,1,0
2639,1,0,1,0
2640,0,1,0,1
2641,0,1,1,0
2642,0,1,0,1
2643,0,1,1,0
2644,0,1,1,0
2645,0,1,0,1
2646,0,1,0,1
2647,0,1,0,1
2648,0,1,0,1
2649,0,1,0,1
2650,0,1,0,1
2651,0,1,0,1
2652,0,1,0,1
2653,0,1,0,1
2654,0,1,0,1
2655,0,1,0,1
2656,0,1,0,1
2657,0,1,0,1
2658,0,1,0,1
2659,0,1,0,1
2660,0,1,1,0
2661,0,1,0,1
2662,0,1,1,0
2663,0,1,1,0
2664,0,1,0,1
2665,0,1,0,1
2666,0,1,0,1
2667,0,1,0,1
2668,0,1,0,1
2669,0,1,0,1
2670,0,1,0,1
2671,0,1,1,0
2672,0,1,0,1
2673,0,1,1,0
2674,0,1,0,1
2675,0,1,0,1
2676,0,1,0,1
2677,1,0,1,0
2678,0,1,0,1
2679,0,1,1,0
2680,0,1,1,0
2681,0,1,0,1
2682,0,1,0,1
2683,0,1,1,0
2684,0,1,0,1
2685,0,1,0,1
2686,0,1,0,1
2687,0,1,1,0
2688,0,1,0,1
2689,0,1,0,1
2690,0,1,0,1
2691,0,1,0,1
2692,0,1,1,0
2693,0,1,0,1
2694,0,1,0,1
2695,0,1,0,1
2696,0,1,0,1
2697,0,1,0,1
2698,0,1,0,1
2699,0,1,0,1
2700,0,1,0,1
2701,0,1,0,1
2702,0,1,1,0
2703,0,1,0,1
2704,0,1,0,1
2705,0,1,0,1
2706,0,1,1,0
2707,0,1,0,1
2708,0,1,0,1
2709,0,1,0,1
2710,0,1,0,1
2711,1,0,1,0
2712,0,1,0,1
2713,0,1,0,1
2714,0,1,0,1
2715,0,1,1,0
2716,0,1,0,1
2717,1,0,1,0
2718,0,1,0,1
2719,0,1,0,1
2720,0,1,0,1
2721,0,1,0,1
2722,0,1,1,0
2723,0,1,0,1
2724,0,1,0,1
2725,0,1,0,1
2726,0,1,0,1
2727,0,1,1,0
2728,0,1,0,1
2729,0,1,1,0
2730,0,1,0,1
2731,0,1,0,1
2732,0,1,1,0
2733,0,1,1,0
2734,0,1,1,0
2735,0,1,0,1
2736,0,1,0,1
2737,0,1,1,0
2738,0,1,0,1
2739,0,1,0,1
2740,0,1,0,1
2741,0,1,1,0
2742,0,1,0,1
2743,0,1,0,1
2744,0,1,0,1
2745,0,1,0,1
2746,0,1,1,0
2747,0,1,0,1
2748,0,1,0,1
2749,0,1,0,1
2750,0,1,0,1
2751,0,1,0,1
2752,0,1,0,1
2753,0,1,0,1
2754,0,1,1,0
2755,0,1,0,1
2756,0,1,0,1
2757,0,1,0,1
2758,0,1,0,1
2759,0,1,0,1
2760,0,1,0,1
2761,0,1,0,1
2762,0,1,0,1
2763,0,1,0,1
2764,0,1,0,1
2765,0,1,0,1
2766,0,1,0,1
2767,0,1,0,1
2768,0,1,0,1
2769,0,1,0,1
2770,0,1,1,0
2771,1,0,1,0
2772,0,1,0,1
2773,0,1,1,0
2774,0,1,0,1
2775,0,1,0,1
2776,0,1,0,1
2777,0,1,1,0
2778,0,1,1,0
2779,0,1,1,0
2780,0,1,1,0
2781,0,1,0,1
2782,1,0,1,0
2783,0,1,1,0
2784,1,0,1,0
2785,0,1,1,0
2786,0,1,1,0
2787,0,1,1,0
2788,0,1,1,0
2789,0,1,1,0
2790,0,1,1,0
2791,1,0,1,0
2792,0,1,1,0
2793,0,1,0,1
2794,0,1,1,0
2795,0,1,0,1
2796,0,1,1,0
2797,0,1,1,0
2798,1,0,1,0
2799,1,0,1,0
2800,0,1,1,0
2801,0,1,0,1
2802,0,1,1,0
2803,0,1,1,0
2804,0,1,0,1
2805,0,1,1,0
2806,0,1,0,1
2807,1,0,1,0
2808,0,1,1,0
2809,1,0,1,0
2810,0,1,1,0
2811,0,1,1,0
2812,0,1,0,1
2813,0,1,1,0
2814,0,1,1,0
2815,0,1,0,1
2816,0,1,0,1
2817,0,1,1,0
2818,0,1,1,0
2819,0,1,1,0
2820,0,1,1,0
2821,0,1,0,1
2822,0,1,1,0
2823,0,1,0,1
2824,1,0,1,0
2825,0,1,1,0
2826,1,0,1,0
2827,0,1,1,0
2828,0,1,1,0
2829,1,0,1,0
2830,0,1,1,0
2831,1,0,1,0
2832,0,1,1,0
2833,0,1,1,0
2834,0,1,1,0
2835,0,1,1,0
2836,0,1,1,0
2837,1,0,1,0
2838,0,1,0,1
2839,0,1,1,0
2840,0,1,1,0
2841,0,1,1,0
2842,0,1,1,0
2843,0,1,0,1
2844,0,1,1,0
2845,0,1,0,1
2846,0,1,1,0
2847,1,0,1,0
2848,0,1,0,1
2849,0,1,0,1
2850,1,0,1,0
2851,0,1,0,1
2852,0,1,1,0
2853,0,1,1,0
2854,0,1,1,0
2855,0,1,0,1
2856,1,0,1,0
2857,0,1,0,1
2858,0,1,0,1
2859,0,1,0,1
2860,0,1,0,1
2861,0,1,0,1
2862,0,1,0,1
2863,0,1,0,1
2864,0,1,0,1
2865,0,1,0,1
2866,0,1,0,1
2867,0,1,0,1
2868,0,1,0,1
2869,0,1,0,1
2870,0,1,0,1
2871,0,1,0,1
2872,0,1,0,1
2873,0,1,0,1
2874,0,1,0,1
2875,0,1,0,1
2876,0,1,0,1
2877,0,1,1,0
2878,0,1,0,1
2879,0,1,0,1
2880,0,1,0,1
2881,0,1,0,1
2882,0,1,1,0
2883,0,1,0,1
2884,0,1,1,0
2885,0,1,0,1
2886,0,1,0,1
2887,0,1,1,0
2888,0,1,0,1
2889,0,1,0,1
2890,0,1,0,1
2891,0,1,0,1
2892,0,1,0,1
2893,0,1,0,1
2894,1,0,1,0
2895,0,1,0,1
2896,0,1,1,0
2897,0,1,0,1
2898,0,1,0,1
2899,0,1,0,1
2900,0,1,1,0
2901,1,0,1,0
2902,0,1,0,1
2903,0,1,0,1
2904,0,1,0,1
2905,0,1,0,1
2906,0,1,0,1
2907,0,1,0,1
2908,0,1,0,1
2909,0,1,1,0
2910,1,0,1,0
2911,0,1,0,1
2912,0,1,1,0
2913,0,1,0,1
2914,0,1,0,1
2915,0,1,1,0
2916,0,1,0,1
2917,0,1,0,1
2918,0,1,1,0
2919,0,1,0,1
2920,0,1,1,0
2921,0,1,0,1
2922,0,1,1,0
2923,0,1,0,1
2924,1,0,1,0
2925,0,1,0,1
2926,0,1,1,0
2927,0,1,0,1
2928,0,1,0,1
2929,0,1,1,0
2930,0,1,1,0
2931,0,1,0,1
2932,0,1,1,0
2933,0,1,1,0
2934,0,1,0,1
2935,0,1,0,1
2936,0,1,0,1
2937,0,1,1,0
2938,0,1,1,0
2939,0,1,1,0
2940,0,1,1,0
2941,0,1,1,0
2942,0,1,0,1
2943,0,1,0,1
2944,1,0,1,0
2945,0,1,1,0
2946,0,1,0,1
2947,0,1,0,1
2948,0,1,1,0
2949,0,1,0,1
2950,0,1,0,1
2951,0,1,0,1
2952,0,1,1,0
2953,0,1,1,0
2954,0,1,0,1
2955,0,1,0,1
2956,0,1,0,1
2957,0,1,1,0
2958,0,1,0,1
2959,0,1,0,1
2960,0,1,1,0
2961,0,1,0,1
2962,0,1,0,1
2963,0,1,1,0
2964,0,1,0,1
2965,0,1,1,0
2966,0,1,1,0
2967,0,1,1,0
2968,0,1,0,1
2969,0,1,1,0
2970,0,1,1,0
2971,0,1,0,1
2972,0,1,1,0
2973,0,1,1,0
2974,0,1,1,0
2975,0,1,0,1
2976,0,1,0,1
2977,0,1,1,0
2978,0,1,1,0
2979,0,1,0,1
2980,0,1,1,0
2981,0,1,0,1
2982,0,1,0,1
2983,0,1,0,1
2984,0,1,0,1
2985,0,1,1,0
2986,0,1,1,0
2987,0,1,0,1
2988,0,1,0,1
2989,0,1,0,1
2990,0,1,0,1
2991,0,1,0,1
2992,0,1,0,1
2993,0,1,0,1
2994,0,1,0,1
2995,1,0,1,0
2996,0,1,1,0
2997,0,1,0,1
2998,0,1,0,1
2999,0,1,1,0
3000,1,0,1,0
3001,0,1,1,0
3002,0,1,1,0
3003,0,1,0,1
3004,0,1,1,0
3005,0,1,1,0
3006,0,1,1,0
3007,0,1,0,1
3008,0,1,0,1
3009,0,1,0,1
3010,0,1,0,1
3011,0,1,0,1
3012,0,1,1,0
3013,0,1,0,1
3014,0,1,0,1
3015,0,1,0,1
3016,0,1,0,1
3017,0,1,0,1
3018,0,1,0,1
3019,0,1,1,0
3020,0,1,0,1
3021,0,1,1,0
3022,0,1,0,1
3023,0,1,1,0
3024,0,1,0,1
3025,0,1,0,1
3026,0,1,0,1
3027,0,1,0,1
3028,0,1,1,0
3029,0,1,0,1
3030,0,1,1,0
3031,0,1,0,1
3032,0,1,1,0
3033,0,1,1,0
3034,0,1,1,0
3035,0,1,0,1
3036,0,1,1,0
3037,0,1,0,1
3038,0,1,1,0
3039,0,1,0,1
3040,0,1,0,1
3041,0,1,1,0
3042,0,1,0,1
3043,0,1,1,0
3044,0,1,0,1
3045,0,1,0,1
3046,0,1,0,1
3047,0,1,1,0
3048,0,1,0,1
3049,0,1,1,0
3050,0,1,0,1
3051,0,1,1,0
3052,0,1,1,0
3053,0,1,1,0
3054,0,1,0,1
3055,0,1,0,1
3056,0,1,1,0
3057,0,1,1,0
3058,0,1,1,0
3059,0,1,0,1
3060,0,1,1,0
3061,0,1,0,1
3062,0,1,1,0
3063,0,1,1,0
3064,0,1,1,0
3065,0,1,1,0
3066,0,1,1,0
3067,0,1,1,0
3068,0,1,0,1
3069,0,1,1,0
3070,0,1,0,1
3071,0,1,1,0
3072,1,0,1,0
3073,1,0,1,0
3074,0,1,1,0
3075,1,0,1,0
3076,0,1,1,0
3077,1,0,1,0
3078,1,0,1,0
3079,1,0,1,0
3080,1,0,1,0
3081,1,0,1,0
3082,1,0,1,0
3083,0,1,0,1
3084,1,0,1,0
3085,1,0,1,0
3086,1,0,1,0
3087,0,1,1,0
3088,0,1,1,0
3089,1,0,1,0
3090,1,0,1,0
3091,0,1,1,0
3092,0,1,1,0
3093,0,1,1,0
3094,0,1,1,0
3095,1,0,1,0
3096,1,0,1,0
3097,1,0,1,0
3098,1,0,1,0
3099,0,1,1,0
3100,1,0,1,0
3101,1,0,1,0
3102,0,1,1,0
3103,0,1,1,0
3104,0,1,1,0
3105,1,0,1,0
3106,0,1,1,0
3107,0,1,1,0
3108,1,0,1,0
3109,0,1,1,0
3110,1,0,1,0
3111,0,1,0,1
3112,0,1,1,0
3113,0,1,1,0
3114,1,0,1,0
3115,0,1,1,0
3116,0,1,0,1
3117,0,1,1,0
3118,0,1,1,0
3119,1,0,1,0
3120,1,0,1,0
3121,0,1,1,0
3122,0,1,1,0
3123,0,1,1,0
3124,0,1,1,0
3125,0,1,1,0
3126,0,1,1,0
3127,0,1,1,0
3128,1,0,1,0
3129,0,1,1,0
3130,0,1,1,0
3131,0,1,1,0
3132,0,1,0,1
3133,0,1,0,1
3134,1,0,1,0
3135,1,0,1,0
3136,0,1,1,0
3137,0,1,0,1
3138,0,1,1,0
3139,0,1,0,1
3140,0,1,1,0
3141,0,1,1,0
3142,1,0,1,0
3143,0,1,0,1
3144,0,1,1,0
3145,0,1,1,0
3146,0,1,0,1
3147,0,1,1,0
3148,0,1,1,0
3149,1,0,1,0
3150,0,1,1,0
3151,1,0,1,0
3152,1,0,1,0
3153,0,1,0,1
3154,0,1,1,0
3155,0,1,1,0
3156,1,0,1,0
3157,0,1,0,1
3158,0,1,1,0
3159,0,1,1,0
3160,0,1,1,0
3161,0,1,0,1
3162,1,0,1,0
3163,0,1,1,0
3164,0,1,0,1
3165,1,0,1,0
3166,1,0,1,0
3167,1,0,1,0
3168,0,1,1,0
3169,0,1,0,1
3170,1,0,1,0
3171,0,1,0,1
3172,0,1,1,0
3173,0,1,1,0
3174,0,1,1,0
3175,1,0,1,0
3176,0,1,1,0
3177,0,1,1,0
3178,0,1,0,1
3179,0,1,0,1
3180,0,1,1,0
3181,0,1,0,1
3182,0,1,0,1
3183,1,0,1,0
3184,0,1,1,0
3185,0,1,1,0
3186,0,1,0,1
3187,0,1,0,1
3188,0,1,0,1
3189,0,1,1,0
3190,1,0,1,0
3191,0,1,0,1
3192,0,1,1,0
3193,1,0,1,0
3194,1,0,1,0
3195,0,1,1,0
3196,0,1,1,0
3197,0,1,1,0
3198,0,1,0,1
3199,1,0,1,0
3200,1,0,1,0
3201,0,1,0,1
3202,0,1,0,1
3203,0,1,0,1
3204,1,0,1,0
3205,0,1,1,0
3206,0,1,0,1
3207,0,1,0,1
3208,0,1,1,0
3209,0,1,0,1
3210,0,1,0,1
3211,0,1,1,0
3212,0,1,1,0
3213,0,1,0,1
3214,0,1,1,0
3215,0,1,1,0
3216,1,0,1,0
3217,1,0,0,1
3218,1,0,1,0
3219,0,1,0,1
3220,0,1,0,1
3221,0,1,1,0
3222,0,1,0,1
3223,1,0,1,0
3224,0,1,0,1
3225,0,1,1,0
3226,1,0,1,0
3227,1,0,1,0
3228,1,0,1,0
3229,1,0,1,0
3230,0,1,1,0
3231,0,1,0,1
3232,1,0,1,0
3233,0,1,1,0
3234,0,1,1,0
3235,1,0,1,0
3236,0,1,0,1
3237,0,1,0,1
3238,1,0,1,0
3239,0,1,1,0
3240,0,1,0,1
3241,0,1,1,0
3242,0,1,0,1
3243,0,1,1,0
3244,0,1,0,1
3245,0,1,0,1
3246,0,1,1,0
3247,0,1,0,1
3248,0,1,0,1
3249,1,0,1,0
3250,0,1,1,0
3251,0,1,1,0
3252,1,0,1,0
3253,0,1,0,1
3254,1,0,1,0
3255,0,1,1,0
3256,0,1,0,1
3257,0,1,0,1
3258,0,1,0,1
3259,0,1,0,1
3260,0,1,0,1
3261,1,0,1,0
3262,0,1,1,0
3263,0,1,0,1
3264,0,1,0,1
3265,0,1,1,0
3266,0,1,0,1
3267,0,1,0,1
3268,1,0,1,0
3269,0,1,1,0
3270,0,1,1,0
3271,0,1,1,0
3272,1,0,1,0
3273,0,1,0,1
3274,1,0,1,0
3275,0,1,0,1
3276,0,1,0,1
3277,1,0,1,0
3278,0,1,0,1
3279,0,1,1,0
3280,0,1,1,0
3281,0,1,0,1
3282,0,1,0,1
3283,0,1,1,0
3284,0,1,0,1
3285,0,1,0,1
3286,0,1,0,1
3287,0,1,0,1
3288,0,1,0,1
3289,0,1,0,1
3290,0,1,0,1
3291,0,1,1,0
3292,0,1,1,0
3293,0,1,1,0
3294,0,1,0,1
3295,0,1,1,0
3296,0,1,0,1
3297,0,1,0,1
3298,0,1,1,0
3299,0,1,0,1
3300,0,1,0,1
3301,0,1,1,0
3302,0,1,1,0
3303,0,1,1,0
3304,0,1,0,1
3305,0,1,1,0
3306,0,1,1,0
3307,0,1,0,1
3308,0,1,1,0
3309,0,1,1,0
3310,0,1,0,1
3311,0,1,1,0
3312,0,1,0,1
3313,0,1,1,0
3314,0,1,0,1
3315,0,1,0,1
3316,0,1,0,1
3317,0,1,1,0
3318,0,1,1,0
3319,0,1,0,1
3320,0,1,1,0
3321,0,1,1,0
3322,0,1,0,1
3323,0,1,0,1
3324,0,1,1,0
3325,0,1,0,1
3326,0,1,0,1
3327,0,1,0,1
3328,0,1,0,1
3329,0,1,0,1
3330,0,1,0,1
3331,0,1,0,1
3332,0,1,0,1
3333,0,1,0,1
3334,0,1,0,1
3335,0,1,0,1
3336,0,1,0,1
3337,0,1,1,0
3338,0,1,0,1
3339,0,1,0,1
3340,0,1,0,1
3341,0,1,0,1
3342,0,1,1,0
3343,1,0,0,1
3344,0,1,0,1
3345,0,1,0,1
3346,0,1,1,0
3347,0,1,0,1
3348,0,1,1,0
3349,0,1,0,1
3350,0,1,0,1
3351,1,0,1,0
3352,0,1,0,1
3353,0,1,0,1
3354,0,1,1,0
3355,0,1,0,1
3356,1,0,1,0
3357,0,1,0,1
3358,0,1,0,1
3359,0,1,0,1
3360,0,1,0,1
3361,0,1,0,1
3362,0,1,0,1
3363,1,0,1,0
3364,0,1,0,1
3365,0,1,0,1
3366,0,1,0,1
3367,0,1,0,1
3368,0,1,0,1
3369,0,1,1,0
3370,0,1,1,0
3371,0,1,0,1
3372,0,1,1,0
3373,0,1,0,1
3374,0,1,1,0
3375,0,1,0,1
3376,0,1,1,0
3377,0,1,0,1
3378,0,1,0,1
3379,0,1,1,0
3380,0,1,0,1
3381,0,1,0,1
3382,0,1,0,1
3383,0,1,0,1
3384,0,1,0,1
3385,0,1,0,1
3386,0,1,0,1
3387,0,1,0,1
3388,0,1,0,1
3389,0,1,0,1
3390,0,1,0,1
3391,0,1,1,0
3392,0,1,0,1
3393,0,1,0,1
3394,0,1,0,1
3395,0,1,0,1
3396,0,1,0,1
3397,0,1,1,0
3398,0,1,0,1
3399,0,1,0,1
3400,0,1,0,1
3401,0,1,0,1
3402,0,1,1,0
3403,0,1,0,1
3404,0,1,0,1
3405,0,1,0,1
3406,0,1,1,0
3407,0,1,0,1
3408,0,1,1,0
3409,1,0,1,0
3410,0,1,1,0
3411,0,1,0,1
3412,0,1,0,1
3413,0,1,1,0
3414,0,1,0,1
3415,0,1,0,1
3416,0,1,0,1
3417,0,1,1,0
3418,0,1,0,1
3419,0,1,1,0
3420,0,1,1,0
3421,0,1,0,1
3422,0,1,0,1
3423,0,1,0,1
3424,0,1,1,0
3425,0,1,0,1
3426,0,1,0,1
3427,0,1,0,1
3428,0,1,1,0
3429,0,1,1,0
3430,0,1,0,1
3431,0,1,1,0
3432,0,1,1,0
3433,0,1,0,1
3434,0,1,0,1
3435,0,1,1,0
3436,0,1,1,0
3437,0,1,1,0
3438,0,1,0,1
3439,0,1,0,1
3440,0,1,1,0
3441,0,1,1,0
3442,0,1,0,1
3443,0,1,0,1
3444,0,1,1,0
3445,1,0,1,0
3446,0,1,1,0
3447,0,1,0,1
3448,0,1,1,0
3449,0,1,1,0
3450,0,1,1,0
3451,0,1,0,1
3452,0,1,0,1
3453,0,1,1,0
3454,0,1,0,1
3455,0,1,0,1
3456,0,1,1,0
3457,0,1,0,1
3458,0,1,0,1
3459,0,1,1,0
3460,0,1,0,1
3461,0,1,0,1
3462,0,1,0,1
3463,0,1,0,1
3464,0,1,0,1
3465,0,1,0,1
3466,0,1,1,0
3467,0,1,1,0
3468,0,1,0,1
3469,1,0,1,0
3470,0,1,0,1
3471,0,1,1,0
3472,0,1,0,1
3473,0,1,0,1
3474,0,1,0,1
3475,0,1,0,1
3476,0,1,0,1
3477,0,1,0,1
3478,0,1,1,0
3479,0,1,0,1
3480,0,1,0,1
3481,0,1,0,1
3482,0,1,1,0
3483,0,1,0,1
3484,0,1,0,1
3485,0,1,1,0
3486,0,1,1,0
3487,0,1,1,0
3488,0,1,1,0
3489,1,0,1,0
3490,0,1,1,0
3491,0,1,1,0
3492,0,1,1,0
3493,0,1,0,1
3494,0,1,0,1
3495,0,1,1,0
3496,0,1,1,0
3497,1,0,1,0
3498,0,1,0,1
3499,0,1,1,0
3500,0,1,1,0
3501,0,1,0,1
3502,0,1,0,1
3503,0,1,0,1
3504,0,1,0,1
3505,0,1,0,1
3506,0,1,0,1
3507,0,1,0,1
3508,0,1,1,0
3509,0,1,0,1
3510,0,1,0,1
3511,0,1,0,1
3512,0,1,0,1
3513,0,1,0,1
3514,0,1,0,1
3515,0,1,0,1
3516,0,1,0,1
3517,0,1,1,0
3518,0,1,0,1
3519,0,1,0,1
3520,0,1,0,1
3521,0,1,0,1
3522,0,1,0,1
3523,0,1,0,1
3524,0,1,0,1
3525,0,1,0,1
3526,0,1,1,0
3527,0,1,0,1
3528,0,1,1,0
3529,0,1,0,1
3530,0,1,1,0
3531,0,1,1,0
3532,1,0,1,0
3533,0,1,1,0
3534,0,1,1,0
3535,0,1,1,0
3536,0,1,1,0
3537,0,1,1,0
3538,0,1,1,0
3539,0,1,0,1
3540,0,1,0,1
3541,0,1,1,0
3542,0,1,1,0
3543,0,1,0,1
3544,0,1,0,1
3545,0,1,0,1
3546,0,1,1,0
3547,1,0,1,0
3548,0,1,0,1
3549,1,0,1,0
3550,1,0,1,0
3551,0,1,1,0
3552,0,1,1,0
3553,1,0,1,0
3554,1,0,1,0
3555,0,1,0,1
3556,0,1,1,0
3557,0,1,0,1
3558,0,1,1,0
3559,0,1,0,1
3560,0,1,1,0
3561,0,1,1,0
3562,0,1,0,1
3563,0,1,0,1
3564,0,1,0,1
3565,0,1,1,0
3566,0,1,1,0
3567,0,1,0,1
3568,0,1,0,1
3569,0,1,1,0
3570,0,1,1,0
3571,0,1,1,0
3572,0,1,1,0
3573,0,1,1,0
3574,0,1,1,0
3575,0,1,1,0
3576,0,1,0,1
3577,0,1,1,0
3578,0,1,1,0
3579,1,0,1,0
3580,0,1,1,0
3581,0,1,0,1
3582,0,1,1,0
3583,0,1,1,0
3584,0,1,1,0
3585,0,1,1,0
3586,0,1,1,0
3587,0,1,1,0
3588,0,1,0,1
3589,0,1,1,0
3590,1,0,1,0
3591,0,1,0,1
3592,1,0,1,0
3593,1,0,1,0
3594,0,1,1,0
3595,0,1,1,0
3596,1,0,1,0
3597,1,0,1,0
3598,0,1,0,1
3599,0,1,0,1
3600,1,0,1,0
3601,0,1,1,0
3602,0,1,0,1
3603,0,1,0,1
3604,0,1,1,0
3605,0,1,0,1
3606,0,1,1,0
3607,0,1,1,0
3608,0,1,0,1
3609,0,1,0,1
3610,0,1,0,1
3611,1,0,1,0
3612,0,1,1,0
3613,1,0,1,0
3614,1,0,1,0
3615,0,1,0,1
3616,0,1,1,0
3617,0,1,1,0
3618,0,1,1,0
3619,0,1,1,0
3620,1,0,1,0
3621,0,1,0,1
3622,1,0,1,0
3623,0,1,0,1
3624,0,1,1,0
3625,0,1,1,0
3626,0,1,1,0
3627,1,0,1,0
3628,0,1,1,0
3629,1,0,1,0
3630,0,1,0,1
3631,1,0,1,0
3632,0,1,0,1
3633,0,1,0,1
3634,0,1,1,0
3635,1,0,1,0
3636,0,1,1,0
3637,0,1,1,0
3638,0,1,0,1
3639,1,0,1,0
3640,0,1,1,0
3641,1,0,1,0
3642,1,0,1,0
3643,0,1,1,0
3644,1,0,1,0
3645,0,1,1,0
3646,0,1,1,0
3647,0,1,0,1
3648,0,1,0,1
3649,0,1,1,0
3650,0,1,0,1
3651,0,1,1,0
3652,0,1,1,0
3653,0,1,0,1
3654,0,1,1,0
3655,0,1,0,1
3656,0,1,0,1
3657,0,1,1,0
3658,0,1,0,1
3659,0,1,0,1
3660,0,1,0,1
3661,0,1,1,0
3662,0,1,0,1
3663,0,1,0,1
3664,0,1,0,1
3665,0,1,0,1
3666,0,1,0,1
3667,0,1,0,1
3668,0,1,0,1
3669,0,1,0,1
3670,0,1,0,1
3671,0,1,0,1
3672,0,1,0,1
3673,0,1,0,1
3674,0,1,1,0
3675,0,1,1,0
3676,0,1,0,1
3677,0,1,0,1
3678,0,1,1,0
3679,0,1,0,1
3680,0,1,0,1
3681,0,1,0,1
3682,0,1,0,1
3683,0,1,0,1
3684,0,1,0,1
3685,0,1,0,1
3686,1,0,1,0
3687,0,1,1,0
3688,0,1,0,1
3689,1,0,1,0
3690,0,1,0,1
3691,0,1,1,0
3692,0,1,1,0
3693,0,1,0,1
3694,0,1,0,1
3695,0,1,0,1
3696,0,1,0,1
3697,0,1,0,1
3698,0,1,0,1
3699,0,1,1,0
3700,0,1,0,1
3701,0,1,1,0
3702,0,1,0,1
3703,0,1,0,1
3704,0,1,0,1
3705,0,1,0,1
3706,0,1,0,1
3707,0,1,1,0
3708,0,1,0,1
3709,0,1,0,1
3710,0,1,1,0
3711,0,1,0,1
3712,0,1,0,1
3713,0,1,1,0
3714,0,1,0,1
3715,0,1,0,1
3716,0,1,0,1
3717,0,1,0,1
3718,0,1,0,1
3719,0,1,0,1
3720,1,0,1,0
3721,0,1,0,1
3722,0,1,0,1
3723,0,1,0,1
3724,0,1,1,0
3725,0,1,1,0
3726,0,1,0,1
3727,0,1,0,1
3728,0,1,0,1
3729,0,1,0,1
3730,0,1,0,1
3731,0,1,1,0
3732,0,1,0,1
3733,0,1,1,0
3734,0,1,0,1
3735,0,1,1,0
3736,0,1,0,1
3737,0,1,0,1
3738,1,0,1,0
3739,0,1,1,0
3740,1,0,1,0
3741,0,1,1,0
3742,0,1,0,1
3743,0,1,1,0
3744,0,1,0,1
3745,0,1,0,1
3746,0,1,0,1
3747,0,1,1,0
3748,0,1,0,1
3749,0,1,0,1
3750,0,1,1,0
3751,0,1,1,0
3752,0,1,0,1
3753,0,1,1,0
3754,0,1,0,1
3755,0,1,0,1
3756,0,1,0,1
3757,0,1,1,0
3758,0,1,1,0
3759,0,1,0,1
3760,0,1,1,0
3761,0,1,0,1
3762,1,0,1,0
3763,1,0,1,0
3764,0,1,1,0
3765,1,0,1,0
3766,0,1,0,1
3767,0,1,1,0
3768,0,1,0,1
3769,0,1,1,0
3770,1,0,1,0
3771,0,1,1,0
3772,0,1,1,0
3773,0,1,0,1
3774,0,1,0,1
3775,1,0,1,0
3776,0,1,1,0
3777,0,1,1,0
3778,0,1,0,1
3779,1,0,1,0
3780,0,1,1,0
3781,1,0,1,0
3782,0,1,1,0
3783,0,1,1,0
3784,0,1,1,0
3785,0,1,1,0
3786,0,1,1,0
3787,0,1,0,1
3788,0,1,0,1
3789,0,1,0,1
3790,0,1,0,1
3791,0,1,0,1
3792,0,1,0,1
3793,0,1,0,1
3794,0,1,0,1
3795,0,1,0,1
3796,0,1,0,1
3797,0,1,0,1
3798,0,1,0,1
3799,0,1,0,1
3800,0,1,1,0
3801,0,1,0,1
3802,0,1,0,1
3803,0,1,0,1
3804,0,1,0,1
3805,0,1,0,1
3806,0,1,0,1
3807,1,0,1,0
3808,0,1,1,0
3809,0,1,0,1
3810,0,1,0,1
3811,0,1,1,0
3812,0,1,0,1
3813,0,1,0,1
3814,0,1,0,1
3815,0,1,1,0
3816,0,1,0,1
3817,0,1,0,1
3818,0,1,0,1
3819,0,1,0,1
3820,0,1,0,1
3821,0,1,0,1
3822,1,0,1,0
3823,0,1,0,1
3824,0,1,0,1
3825,0,1,1,0
3826,0,1,0,1
3827,0,1,0,1
3828,0,1,0,1
3829,0,1,0,1
3830,0,1,1,0
3831,0,1,0,1
3832,0,1,0,1
3833,1,0,1,0
3834,0,1,0,1
3835,0,1,0,1
3836,1,0,1,0
3837,0,1,1,0
3838,0,1,0,1
3839,0,1,0,1
3840,0,1,0,1
3841,0,1,0,1
3842,0,1,0,1
3843,0,1,0,1
3844,0,1,0,1
3845,0,1,0,1
3846,0,1,0,1
3847,0,1,0,1
3848,0,1,1,0
3849,0,1,0,1
3850,0,1,0,1
3851,0,1,0,1
3852,1,0,1,0
3853,0,1,1,0
3854,0,1,1,0
3855,0,1,1,0
3856,0,1,0,1
3857,0,1,0,1
3858,0,1,0,1
3859,0,1,0,1
3860,0,1,0,1
3861,0,1,0,1
3862,0,1,0,1
3863,0,1,0,1
3864,0,1,0,1
3865,0,1,0,1
3866,0,1,0,1
3867,1,0,1,0
3868,0,1,0,1
3869,0,1,0,1
3870,0,1,0,1
3871,0,1,0,1
3872,0,1,0,1
3873,0,1,0,1
3874,0,1,0,1
3875,0,1,1,0
3876,0,1,0,1
3877,1,0,1,0
3878,0,1,1,0
3879,0,1,0,1
3880,0,1,0,1
3881,0,1,0,1
3882,0,1,0,1
3883,0,1,0,1
3884,0,1,0,1
3885,0,1,0,1
3886,0,1,1,0
3887,0,1,0,1
3888,0,1,0,1
3889,0,1,1,0
3890,0,1,0,1
3891,1,0,1,0
3892,0,1,1,0
3893,0,1,0,1
3894,0,1,1,0
3895,0,1,0,1
3896,0,1,0,1
3897,1,0,1,0
3898,0,1,0,1
3899,0,1,0,1
3900,0,1,0,1
3901,0,1,1,0
3902,0,1,0,1
